# Power spectra at z = 1000 [Mpc^3] from CLASS transfer functions;
# last column is the direct CLASS P_m(k) for cross-checking.
# k[1/Mpc]  P_b  P_cdm  P_m  P_m_direct
2.140600595208756567e+04 8.276506294575064787e-24 3.981194295651080360e-16 2.789504748949862841e-16 2.789746844903660458e-16
2.190461588349131853e+04 7.052212035654432601e-24 3.720742164607062559e-16 2.607007057043617709e-16 2.607233268229461424e-16
2.241483993217836542e+04 6.007609993069081440e-24 3.476699359559860667e-16 2.436008035703659762e-16 2.436219368544067850e-16
2.293694862569293400e+04 5.118445689902116441e-24 3.249015998679684211e-16 2.276472586174202516e-16 2.276670028119353797e-16
2.347121879297525084e+04 4.360683266504470593e-24 3.036137785512157562e-16 2.127311524368829650e-16 2.127495989359309449e-16
2.401793371113991816e+04 3.713975012346297453e-24 2.836540249562460757e-16 1.987456584221922210e-16 1.987628884683154184e-16
2.457738325567316497e+04 3.163833128915908192e-24 2.650494621991163574e-16 1.857097703202349845e-16 1.857258678422132763e-16
2.514986405412869863e+04 2.694508485951085826e-24 2.476172117744530488e-16 1.734953419436596030e-16 1.735103750865997349e-16
2.573567964340353137e+04 2.294684616791650173e-24 2.313224295063636189e-16 1.620779509007261761e-16 1.620919833683574262e-16
2.633514063067729148e+04 1.954182335829642866e-24 2.160994738423326409e-16 1.514115970626566603e-16 1.514247097523443105e-16
2.694856485810023150e+04 1.664336203755732229e-24 2.018907642209951705e-16 1.414559291809164315e-16 1.414681763742455603e-16
2.757627757131735780e+04 1.415818595381480768e-24 1.884446578039324882e-16 1.320346254828222463e-16 1.320460523792572129e-16
2.821861159191799379e+04 1.205512593088794042e-24 1.760193069769188076e-16 1.233285573560206207e-16 1.233392276765832493e-16
2.887590749390213387e+04 1.026034781125932758e-24 1.643621966266901753e-16 1.151607932289559292e-16 1.151707534337967105e-16
2.954851378425736038e+04 8.744372704544841776e-25 1.536354049704110421e-16 1.076448897389961171e-16 1.076541962278526244e-16
3.023678708774182815e+04 7.442746256930419767e-25 1.434645775688085229e-16 1.005185497115682515e-16 1.005272392677401680e-16
